qid,language,lang_code,question,context,options,gold,answer_type,category,difficulty,rationale,source
q025,English,eng-CAN,Why does Avian_Deals respond to Ivana_88’s post?,"Forum
Giving Aspirin to Chickens
Ivana_88 Thread Starter Posted 28 October 6:12 p.m.
Hello everyone! Is it okay to give aspirin to my hen? She is 2 years old and I think she hurt her leg. I can’t get to the veterinarian until Monday, and the vet isn’t answering the phone. My hen seems to be in a lot of pain. I’d like to give her something to make her feel better until I can go to the vet. Thank you for your help.
NellieB79 Posted 28 October 6:36 p.m.
I don’t know if aspirin is safe for hens or not. I always check with my vet before giving my birds medicine. I know that some drugs that are safe for humans can be very dangerous for birds.
Monie Posted 28 October 6:52 p.m.
I gave an aspirin to one of my hens when she was hurt. There was no problem. The next day I went to the vet but she was already better. I think it might be dangerous if you give too much, so don’t exceed the dose limits! I hope she feels better!
Avian_Deals Posted 28 October 7:07 p.m.
Hi! Don’t forget to check out my super low deals on all bird supplies. I’m having a great sale right now!
Bob Posted 28 October 7:15 p.m.
Can someone please tell me how to know if a chicken is sick? Thanks.
Frank Posted 28 October 7:21 p.m.
Hello Ivana, I am a veterinarian, specialising in birds. It is okay to give injured chickens aspirin if they are showing signs that they are in pain. When prescribing aspirin to birds, I follow the guidelines published in Clinical Avian Medicine. Chickens should receive 5 mg of aspirin per kg of body weight. You can give this 3-4 times per day until you can see your veterinarian. It is very important to follow up with your vet. Good luck!","[""A) To promote a business."", ""B) To answer Ivana_88’s question."", ""C) To add to Monie’s advice."", ""D) To demonstrate expertise with birds.""]",A,mc,Reading,level 1a,,"PISA 2018, reading, Chicken forum"
q025,Estonian,est-EST,Veebiallikas kanade tervise heaks,"Kui tihti ta võib vigastatud kanale aspiriini anda.
Kas ta saab vigastatud kana valutaseme kindlaks määrata.
Ivana_88 Thread Starter Posted 28 October 6:12 p.m.
Hello everyone! Is it okay to give aspirin to my hen? She is 2 years old and I think she hurt her leg. I can’t get to the veterinarian until Monday, and the vet isn’t answering the phone. My hen seems to be in a lot of pain. I’d like to give her something to make her feel better until I can go to the vet. Thank you for your help.
NellieB79 Posted 28 October 6:36 p.m.
I don’t know if aspirin is safe for hens or not. I always check with my vet before giving my birds medicine. I know that some drugs that are safe for humans can be very dangerous for birds.
Monie Posted 28 October 6:52 p.m.
I gave an aspirin to one of my hens when she was hurt. There was no problem. The next day I went to the vet but she was already better. I think it might be dangerous if you give too much, so don’t exceed the dose limits! I hope she feels better!
Avian_Deals Posted 28 October 7:07 p.m.
Hi! Don’t forget to check out my super low deals on all bird supplies. I’m having a great sale right now!
Bob Posted 28 October 7:15 p.m.
Can someone please tell me how to know if a chicken is sick? Thanks.
Frank Posted 28 October 7:21 p.m.
Hello Ivana, I am a veterinarian, specialising in birds. It is okay to give injured chickens aspirin if they are showing signs that they are in pain. When prescribing aspirin to birds, I follow the guidelines published in Clinical Avian Medicine. Chickens should receive 5 mg of aspirin per kg of body weight. You can give this 3-4 times per day until you can see your veterinarian. It is very important to follow up with your vet. Good luck!","[""A) Meist"", ""B) Foorum"", ""C) Pildid"", ""D) Kanadele aspiriini andmine""]",A,mc,Reading,level 1a,,"PISA 2018, reading, Chicken forum"
q025,Finnish,fin-FIN,Miksi LintuTarjoukset vastaa Ilona_88:n viestiin?,"Foorumi
Aspiriinin antaminen kanoille
Ilona_88 Ketjun aloittaja Lähetetty 28. lokakuuta klo 18.12
Hei kaikki! Voinko antaa kanalleni aspiriini-kipulääkettä? Kanani on 2-vuotias. Luulen, että se on loukannut jalkansa. En pääse eläinlääkäriin ennen maanantaita, eikä hän vastaa puhelimeenkaan. Kanallani vaikuttaa olevan kovia kipuja. Haluaisin antaa sille jotain helpottaakseni sen oloa, ennen kuin pääsen eläinlääkäriin. Kiitoksia etukäteen avustanne.
NelliB79 Lähetetty 28. lokakuuta klo 18.36
En tiedä, onko aspiriinin antaminen kanoille turvallista. Varmistan aina ensin eläinlääkäriltäni, ennen kuin annan linnuilleni lääkkeitä. Tiedän, että jotkut ihmisille turvalliset lääkkeet voivat olla linnuille erittäin vaarallisia.
Moona Lähetetty 28. lokakuuta klo 18.52
Annoin aspiriinia yhdelle kanoistani, kun se oli loukannut itsensä. Mitään ongelmia ei tullut. Menin seuraavana päivänä eläinlääkäriin, mutta kanan vointi oli jo parempi. Voi kuitenkin olla vaarallista antaa liikaa, joten älä ylitä annosrajoja! Toivottavasti se paranee!
LintuTarjoukset Lähetetty 28. lokakuuta klo 19.07
Hei! Tutustukaapa superedullisiin tarjouksiini kaikista lintujen tarvikkeista. Meillä on nyt mahtavat alennusmyynnit!
Pena Lähetetty 28. lokakuuta klo 19.15
Voisiko joku kertoa, mistä näkee, onko kana sairas? Kiitos.
Raimo Lähetetty 28. lokakuuta klo 19.21
Hei Ilona. Olen lintuihin erikoistunut eläinlääkäri. Loukkaantuneille kanoille voi antaa aspiriinia, jos niillä näyttää olevan kipuja. Kun määrään linnuille aspiriinia, noudatan Lintujen lääketiede -teoksessa julkaistuja suosituksia. Kanoille tulisi antaa 5 mg aspiriinia painokiloa kohden. Voit antaa annoksen 3–4 kertaa päivässä, kunnes pääset käymään eläinlääkärissä. On erittäin tärkeää, että eläinlääkäri tutkii vielä tilanteen. Lykkyä tykö!","[""A) Mainostaakseen yritystään."", ""B) Vastatakseen Ilona_88:n kysymykseen."", ""C) Täydentääkseen Moonan antamaa neuvoa."", ""D) Tuodakseen esille laajaa lintutietämystään.""]",A,mc,Reading,level 1a,,"PISA 2018, reading, Chicken forum"
q025,French,fra-FRA,Pourquoi Promos_Aviaires répond-il au message d’Isabelle_88 ?,"Forum
Donner de l’aspirine aux poules
Isabelle_88 Initiateur de la discussion Publié le 28 octobre à 18h12
Bonjour à tous ! Est-ce que je peux donner de l'aspirine à ma poule ? Elle a deux ans et je pense qu'elle s'est blessée à la patte. Je ne peux pas aller chez le vétérinaire avant lundi, et je n'arrive pas à l'avoir au téléphone. Elle a l'air d'avoir très mal. J'aimerais lui donner quelque chose pour la soulager en attendant d'aller chez le vétérinaire. Merci pour votre aide.
NoemieB79 Publié le 28 octobre à 18h36
Je ne sais pas si l’aspirine est sans danger pour les poules.  Je consulte toujours mon vétérinaire avant de donner des médicaments à mes oiseaux.  Je sais que certains médicaments convenant aux humains peuvent être très dangereux pour les oiseaux.
Monique Publié le 28 octobre à 18h52
J’ai déjà donné un cachet d’aspirine à l’une de mes poules blessées.  Il n’y a pas eu de problème.  Le lendemain, je suis allée chez le vétérinaire mais elle allait déjà mieux.  Je crois que ça peut être dangereux si tu lui en donnes trop : ne dépasse pas la dose !  J’espère qu’elle ira mieux !
Promos_Aviaires Publié le 28 octobre à 19h07
Bonjour !  N’oubliez pas de jeter un coup d’œil à mes offres exceptionnelles sur tous les articles pour oiseaux !  Promotions extraordinaires en ce moment !
Boris Publié le 28 octobre à 19h15
Est-ce que quelqu’un peut me dire comment savoir si une poule est malade ?  Merci.
Frank Publié le 28 octobre à 19h21
Bonjour Isabelle, Je suis vétérinaire spécialiste des oiseaux.  Vous pouvez donner de l’aspirine à vos poules blessées si elles montrent des signes de douleur.  Quand je prescris de l’aspirine à des oiseaux, je suis les recommandations du Manuel de pathologie aviaire.  Les poules doivent recevoir 5 mg d’aspirine par kg de masse corporelle.  Vous pouvez donner cette dose 3 à 4 fois par jour jusqu’à la visite chez le vétérinaire.  Il est très important d’avoir un suivi avec votre vétérinaire.  Bonne chance !","[""A) Pour faire la promotion d’un commerce."", ""B) Pour répondre à la question d’Isabelle_88."", ""C) Pour compléter le conseil de Monique."", ""D) Pour montrer sa connaissance des oiseaux.""]",A,mc,Reading,level 1a,,"PISA 2018, reading, Chicken forum"
q025,Galician,glg-ESP,Por que responde Ofertas_Aviarias a publicación de Iria_88?,"Foro
Darlles aspirinas ás galiñas
Iria_88 Autora do fío Publicado o 28 de outubro ás 18.12 h
Ola a todos e todas!  Podo darlle aspirinas á miña galiña? Ten 2 anos e creo que se mancou nunha pata. Non podo ir ao veterinario ata o luns, e non contesta ao teléfono. A miña galiña parece ter moita dor. Quero darlle algo para que se sinta mellor ata que poida ir ao veterinario. Grazas pola vosa axuda.
NuriaB79 Publicado o 28 de outubro ás 18.36 h
Non sei se a aspirina é ou non segura para as galiñas. Eu sempre lle pregunto ao meu veterinario antes de darlle calquera medicina ás miñas aves. Sei que algunhas medicinas que son seguras para os humanos poden ser moi perigosas para as aves.
Mónica Publicado o 28 de outubro ás 18.52 h
Eu deille unha aspirina a unha das miñas galiñas cando se mancou. Non tivo ningún problema. Ao día seguinte fun ao veterinario pero xa estaba mellor. Creo que pode ser perigoso se lle dás demasiadas, así que non superes a dose indicada! Espero que mellore!
Ofertas_Aviarias Publicado o 28 de outubro ás 19.07 h
Ola! Non esquezades botar unha ollada ás miñas superofertas en todos os produtos para aves. Neste momento hai grandes rebaixas!
Bruno Publicado o 28 de outubro ás 19.15 h
Por favor, alguén pode dicirme como saber se unha ave está enferma? Grazas.
Francisco Publicado o 28 de outubro ás 19.21 h
Ola, Iria: Son un veterinario especializado en aves. Pódenselles dar aspirinas ás galiñas feridas se presentan signos de dor. Ao receitarlles aspirinas ás aves, sigo as pautas publicadas en Medicina clínica aviar. As galiñas deben tomar 5 mg de aspirina por kg de masa corporal. Pódeslle dar esta dose 3-4 veces ao día ata que poidas ir ao veterinario. É moi importante que leves o seguimento co teu veterinario.","[""A) Para promocionar un negocio."", ""B) Para responder a pregunta de Iria_88."", ""C) Para contribuír ao consello de Mónica."", ""D) Para demostrar os seus coñecementos sobre aves.""]",A,mc,Reading,level 1a,,"PISA 2018, reading, Chicken forum"
q025,Georgian,geo-GEO,რატომ ეხმაურება ფრინველთა_პროდუქცია ნათელა_88 –ს პოსტს?,"ფორუმი
ქათმებისთვის ასპირინის მიცემა
ნათელა_88 დისკუსიის წამომწყები გამოქვეყნდა 28 ოქტომბერს 18:12
მოგესალმებით ყველას! შეიძლება ჩემს ქათამს ასპირინი მივცე? ის ორი წლისაა და ვფიქრობ, რომ ფეხი იტკინა.  ორშაბათამდე ვეტერინართან ვერ მივალ, თანაც, ტელეფონს არ პასუხობს. როგორც ჩანს, ჩემს ქათამს ძალიან სტკივა. მინდა, რომ რაღაც მივცე, რომ თავი უკეთ იგრძნოს, სანამ ვეტერინართან შევძლებ წასვლას. მადლობას გიხდით დახმარებისთვის.
ნელიB79 გამოქვეყნდა 28 ოქტომბერს 18:36
არ ვიცი ასპირინი უვნებელია თუ არა ქათმებისათვის. ჩემი ფრინველებისთვის რომელიმე წამლის მიცემამდე ყოველთვის ჩემს ვეტერინართან გავდივარ კონსულტაციას. ვიცი, რომ ზოგიერთი წამალი, რომელიც ადამიანისთვის უსაფრთხოა, ფრინველებისთვის შეიძლება ძალიან საშიში იყოს.
მანანა გამოქვეყნდა 28 ოქტომბერს 18:52
მე მივეცი ჩემს ერთ-ერთ ქათამს ასპირინი, როცა მან რაღაც იტკინა. არავითარი პრობლემა არ ყოფილა. მეორე დღეს ვეტერინართან წავედი, მაგრამ ის თავს უკვე კარგად გრძნობდა.   მე ვფიქრობ, საშიშია, თუ ზედმეტს მისცემ, ამიტომ დოზის ლიმიტს არ გადააჭარბო! იმედია უკეთ გახდება !
ფრინველთა_პროდუქცია გამოქვეყნდა 28 ოქტომბერს 19:07
გამარჯობა! არ დაგავიწყდეთ, რომ გადახედოთ ჩემს განსაკუთრებულ შემოთავაზებებს ფრინველებისათვის განკუთვნილ ყველანაირ პროდუქციაზე! ახლა შესანიშნავი ფასდაკლება მაქვს!
გოგი გამოქვეყნდა 28 ოქტომბერს 19:15
ხომ ვერ მეტყვით, როგორ მივხვდე, რომ ქათამი ავადაა? გმადლობთ.
ვაჟა გამოქვეყნდა 28 ოქტომბერს 19:21
გამარჯობა ნათელა, მე ვეტერინარი ვარ ფრინველების განხრით. თუ შეამჩნევთ, რომ ფრინველს ტკივილი აწუხებს, შეგიძლიათ ასპირინი მისცეთ. როდესაც ფრინველებს ასპირინს ვუწერ, ყოველთვის ვხელმძღვანელობ ფრინველთა დაავადებების სახელმძღვანელოში მოცემული ინსტრუქციებით. ქათმებმა ყოველ ერთ კგ სხეულის მასაზე 5 მგ ასპირინი უნდა მიიღონ. ვეტერინართან მისვლამდე შეგიძლიათ ეს დოზა დღეში 3-4-ჯერ მისცეთ. აუცილებლად ჩააყენეთ საქმის კურსში თქვენი ვეტერინარი. წარმატებები!","[""A) რათა ბიზნესს რეკლამირება გაუწიოს."", ""B) რათა უპასუხოს ნათელა_88-ს შეკითხვას."", ""C) რათა შეავსოს მანანას მიერ მიცემული რჩევა."", ""D) რათა ფრინველებთან დაკავშირებით საკუთარი ცოდნის დემონსტრირება მოახდინოს.""]",A,mc,Reading,level 1a,,"PISA 2018, reading, Chicken forum"
q025,German,deu-DEU,Warum antwortet Der_Vogelhandel auf den Post von Inge_88?,"Forum
Hühnern Aspirin geben
Inge_88 Verfasserin des Beitrags gepostet am 28. Oktober, 18:12
Hallo zusammen!
Ist es in Ordnung, meiner Henne Aspirin zu geben?  Sie ist 2 Jahre alt und ich glaube, sie hat sich am Bein verletzt. Ich kann erst am Montag zum Tierarzt fahren und der Tierarzt geht nicht ans Telefon. Meine Henne scheint große Schmerzen zu haben.  Ich möchte ihr etwas geben, damit sie sich besser fühlt, bis ich zum Tierarzt fahren kann. Danke für eure Hilfe.
NellieB79 gepostet am 28. Oktober, 18:36
Ich weiß nicht, ob Aspirin für Hennen ungefährlich ist oder nicht. Ich frage immer meinen Tierarzt, bevor ich meinen Vögeln Medizin gebe. Ich weiß, dass manche Medikamente, die für Menschen ungefährlich sind, Vögeln schaden können.
Moni gepostet am 28. Oktober, 18:52
Ich habe einer meiner Hennen Aspirin gegeben, als sie verletzt war. Es war kein Problem. Am nächsten Tag fuhr ich zum Tierarzt, aber es ging ihr schon besser.  Ich denke, es kann gefährlich sein, wenn man zu viel verabreicht, also halte dich an die Dosierung! Ich hoffe, es geht ihr bald besser!
Der_Vogelhandel gepostet am 28. Oktober, 19:07
Hi! Verpasst nicht meine supergünstigen Angebote beim gesamten Vogelzubehör. Ich mache gerade einen großen Ausverkauf!
Bernd gepostet am 28. Oktober, 19:15
Kann mir bitte jemand sagen, woran ich erkenne, ob ein Huhn krank ist? Danke.
Frank gepostet am 28. Oktober, 19:21","[""A) Um für ein Geschäft zu werben."", ""B) Um die Frage von Inge_88 zu beantworten."", ""C) Um dem Rat von Moni etwas hinzuzufügen."", ""D) Um Fachwissen über Vögel zu demonstrieren.""]",A,mc,Reading,level 1a,,"PISA 2018, reading, Chicken forum"
q025,Greek,ell-GRC,Γιατί ο Ανδρέας_Προσφορές απαντά στη δημοσίευση της Ιβάνας_88;,"Φόρουμ
Χορήγηση ασπιρίνης στις κότες
Ιβάνα_88 Δημιουργος νηματος Δημοσιεύτηκε στις 28 Οκτωβρίου, 18:12
Γεια σε όλους! Μπορώ να δώσω ασπιρίνη στην κότα μου; Είναι δύο ετών και νομίζω ότι έχει χτυπήσει το πόδι της. Δεν μπορώ να πάω στον κτηνίατρο πριν τη Δευτέρα, και ούτε μπορώ να τον βρω στο τηλέφωνο. Η κότα μου φαίνεται να πονάει πολύ. Θα ήθελα να της δώσω κάτι για να την ανακουφίσω μέχρι να την πάω στον κτηνίατρο. Ευχαριστώ για τη βοήθεια.
ΝέλλυΒ79 Δημοσιεύτηκε στις 28 Οκτωβρίου, 18:36
Δεν ξέρω αν η ασπιρίνη είναι ασφαλής για τις κότες. Ζητάω πάντα τη γνώμη του κτηνίατρου πριν δώσω φάρμακο στα πουλερικά μου.  Ξέρω ότι κάποια φάρμακα που είναι ασφαλή για τους ανθρώπους μπορεί να είναι πολύ επικίνδυνα για τα πουλερικά.
Μάρθα Δημοσιεύτηκε στις 28 Οκτωβρίου, 18:52
Έδωσα μία ασπιρίνη σε μια κότα μου που είχε χτυπήσει. Δεν υπήρχε πρόβλημα. Την επόμενη μέρα, την πήγα στον κτηνίατρο αλλά ήταν ήδη καλύτερα.  Νομίζω ότι μπορεί να είναι επικίνδυνο αν της δώσεις υπερβολική ποσότητα: μην υπερβείς τη δόση! Εύχομαι να γίνει καλά!
Ανδρέας_Προσφορές  Δημοσιεύτηκε στις 28 Οκτωβρίου, 19:07
Γεια! Ρίξτε μια ματιά στις καταπληκτικές προσφορές σε όλα τα προϊόντα για πουλερικά.  Κάνω μεγάλες εκπτώσεις!
Βασίλης Δημοσιεύτηκε στις 28 Οκτωβρίου, 19:15
Μπορεί να μου πει κάποιος πώς καταλαβαίνουμε ότι μια κότα είναι άρρωστη;  Ευχαριστώ.
Φάνης Δημοσιεύτηκε στις 28 Οκτωβρίου, 19:21
Γειά σου Ιβάνα, Είμαι κτηνίατρος με ειδίκευση στα πουλερικά. Μπορούμε να δώσουμε ασπιρίνη σε τραυματισμένες κότες, αν δείχνουν ότι πονάνε. Όταν συνταγογραφώ ασπιρίνη σε πουλερικά, ακολουθώ τις οδηγίες του Εγχειριδίου για την παθολογία των πουλερικών. Οι κότες πρέπει να παίρνουν 5 mg ασπιρίνης ανά κιλό σωματικού βάρους.  Μπορείς να χορηγήσεις αυτή τη δόση 3-4 φορές την ημέρα, μέχρι να δεις τον κτηνίατρο.  Είναι πολύ σημαντικό να υπάρχει παρακολούθηση από τον κτηνίατρο. Καλή επιτυχία!","[""A) Για να προωθήσει την επιχείρησή του."", ""B) Για να απαντήσει στην ερώτηση της Ιβάνας_88."", ""C) Για να συμπληρώσει τη συμβουλή της Μάρθας."", ""D) Για να δείξει τις γνώσεις του για τα πουλερικά.""]",A,mc,Reading,level 1a,,"PISA 2018, reading, Chicken forum"
q025,Hebrew,heb-ISR,מדוע מבצעים_בעלי_כנף הגיב על ההודעה של אילנה_88?,"פורום
אספירין לתרנגולות
אילנה_88 תחילת שרשור פורסם 28 באוקטובר 18:12
שלום לכולם! האם זה בסדר לתת אספירין לתרנגולת שלי? היא בת שנתיים ואני חושבת שהיא נפצעה ברגל. אני לא יכולה להגיע לווטרינר לפני יום ראשון, והווטרינר לא עונה לטלפון. נראה לי שהתרנגולת שלי סובלת מאוד. אני רוצה לתת לה משהו כדי להקל עליה עד שאגיע לווטרינר. תודה על העזרה.
נילי_ב79 פורסם 28 באוקטובר 18:36
אני לא יודעת אם מותר לתת אספירין לתרנגולות. אני תמיד מתייעצת עם הווטרינר שלי לפני שאני נותנת תרופות לתרנגולות שאני מגדלת. אני יודעת שיש תרופות שמתאימות לבני אדם אבל יכולות להיות מסוכנות מאוד לעופות.
מירי פורסם 28 באוקטובר 18:52
אני נתתי אספירין לאחת התרנגולות שלי כשהיא נפצעה. לא הייתה שום בעיה. למחרת לקחתי אותה לווטרינר, אבל היא כבר הרגישה טוב יותר. אני חושבת שזה יכול להיות מסוכן אם תתני לה יותר מדי, אז אל תעברי את המינון המותר! אני מקווה שהיא תרגיש טוב יותר!
מבצעים_בעלי_כנף פורסם 28 באוקטובר 19:07
היי! אל תפספסו את המבצעים המדהימים שלנו על כל המוצרים לעופות. רק עכשיו -  הנחות גדולות!
בני פורסם 28 באוקטובר 19:15
מישהו יכול להגיד לי איך יודעים אם תרנגולת חולה? תודה.
עמיחי פורסם 28 באוקטובר 19:21
שלום אילנה, אני וטרינר מומחה לעופות. זה בסדר לתת לתרנגולות פצועות אספירין אם הן מראות סימנים של כאב. כשאני רושם אספירין לעופות, אני עוקב אחרי ההנחיות של ""המדריך לרפואת בעלי כנף"".  לתרנגולות צריך לתת 5 מ""ג אספירין לכל ק""ג של משקל גוף. את יכולה לתת את המינון הזה 4-3 פעמים ביום עד שתגיעי לווטרינר. חשוב מאוד לקחת אותה לווטרינר למעקב. בהצלחה!","[""A) כדי לקדם את העסק שלו."", ""B) כדי לענות על השאלה של אילנה_88."", ""C) כדי להוסיף על עצתה של מירי."", ""D) כדי להפגין מומחיות בעופות.""]",A,mc,Reading,level 1a,,"PISA 2018, reading, Chicken forum"
q025,Hungarian,hun-HUN,Miért válaszolt Ajánlat_szárnyastartóknak Iren_88 hozzászólására?,"Fórum
Adjunk-e aszpirint a csirkéknek?
Iren_88 Témaindító hozzászólás Közzétéve: október 28., 18:12
Sziasztok! Szerintetek adhatok aszpirint a tyúkomnak? Két éves, és azt hiszem, megsérült a lába. Hétfőig nem tudok eljutni vele az állatorvoshoz, a doki pedig nem veszi fel a telefont. Úgy látom, hogy a tyúkomnak nagy fájdalmai vannak. Szeretnék adni neki valami gyógyszert, hogy addig is jobban legyen, amíg el tudom vinni a dokihoz. Előre is köszi a segítséget!
NelliB79 Közzétéve: október 28., 18:36
Azt nem tudom, lehet-e aszpirint adni a tyúkoknak. Én mindig kikérem az orvos tanácsát, mielőtt gyógyszert adok a madaraimnak. Úgy tudom, hogy némelyik gyógyszer, amit mi gond nélkül szedhetünk, a madarak számára nagyon veszélyes lehet.
Móni Közzétéve: október 28., 18:52
Én már adtam aszpirint az egyik tyúkomnak, amikor fájt valamije. Semmi baja nem lett tőle. Másnap elvittem a dokihoz, de addigra már jobban lett. De szerintem nem szabad túl sokat adni belőle, mert az veszélyes lehet, úgyhogy vigyázz, hogy nehogy túladagold! Remélem, jobban lesz!
Ajánlat_szárnyastartóknak Közzétéve: október 28., 19:07
Sziasztok! Nézzétek meg a madártartáshoz szükséges termékeimet! Mind akciós ajánlat!  Éppen nagy kiárusítást tartok!
Béla Közzétéve: október 28., 19:15
Tudja valaki, hogyan tudom megállapítani, ha egy csirke beteg? Köszi!
Feri Közzétéve: október 28.,19:21
Helló Irén! Állatorvos vagyok, főleg madarakat gyógyítok. Nyugodtan adhatsz a sérült csirkének aszpirint, ha látod rajta, hogy fájdalmai vannak. Én mindig úgy írom fel az aszpirint a madaraknak, ahogyan a Madárgyógyászat című szakkönyv előírja. Eszerint a csirkéknek  5 mg aszpirint kell kapniuk testsúlykilogrammonként. Ezt az adagot napi 3–4-szer adhatod, amíg el nem jutsz az állatorvoshoz. Nagyon fontos, hogy mindenképpen lássa állatorvos! Sok sikert!","[""A) Hogy reklámozza a vállalkozását."", ""B) Hogy válaszoljon Iren_88 kérdésére."", ""C) Hogy kiegészítse Móni tanácsát."", ""D) Hogy megmutassa, mennyire ért a madarakhoz.""]",A,mc,Reading,level 1a,,"PISA 2018, reading, Chicken forum"
q025,Icelandic,isl-ISL,Af hverju svarar Tilboð_Fuglavörur færslu Ingu_88?,"Spjall
Að gefa kjúklingum aspirín
Inga_88 Höfundur færslu Birt 28. október 18:12
Hæ öll saman! Er í lagi að ég gefi hænunni minni aspirín? Hún er 2 ára og ég held að hún hafi meiðst á fæti. Ég kemst ekki til dýralæknis fyrr en á mánudaginn og dýralæknirinn svarar ekki símanum. Hænan virðist finna mikið til. Ég vildi gefa henni eitthvað svo henni líði betur þar til ég kemst til dýralæknisins. Takk fyrir hjálpina.
NínaB79 Birt 28. október 18:36
Ég veit ekki hvort það er hættulaust að gefa hænum aspirín. Ég tala alltaf við dýralækninn minn áður en ég gef fuglunum mínum lyf. Ég veit að sum lyf sem eru mönnum hættulaus geta verið hættuleg fyrir fugla.
María Birt 28. október 18:52
Ég gaf einni hænunni minni aspirín þegar hún meiddist. Það var ekkert vandamál. Daginn eftir fór ég til dýralæknisins en hún var strax orðin betri. Ég held að það gæti verið hættulegt að gefa henni of mikið, svo þú skalt ekki gefa stærri skammt en er hámark! Ég vona að henni líði betur!
Tilboð_Fuglavörur Birt 28. október 19:07
Hæ! Ekki gleyma að athuga frábæru tilboðin mín á öllum fuglavörum. Núna er ég með risaútsölu!
Bubbi Birt 28. október 19:15
Getur einhver sagt mér hvernig maður finnur út hvort kjúklingur er veikur? Takk.
Friðrik Birt 28. október 19:21
Hæ Inga, Ég er dýralæknir með fuglasjúkdóma sem sérgrein. Það er í lagi að gefa kjúklingum með sár aspirín ef þeir sýna merki um að þeir finni til. Þegar ég ákveð magn af aspiríni fyrir fugla fer ég eftir viðmiðunum sem eru gefin út í Lyfjagjöf fugla. Kjúklingar ættu að fá 5 mg af aspiríni fyrir hvert kg líkamsþyngdar. Þetta máttu gefa 3-4 sinnum á dag þar til þú hittir dýralækninn þinn. Það er mjög mikilvægt að láta dýralækninn þinn fylgjast með. Gangi þér vel!","[""A) Til að auglýsa fyrirtækið."", ""B) Til að svara spurningu Ingu_88."", ""C) Til að bæta við ráðleggingar Maríu."", ""D) Til að sýna sérfræðiþekkingu á fuglum.""]",A,mc,Reading,level 1a,,"PISA 2018, reading, Chicken forum"
q025,Indonesian,ind-IDN,Mengapa Penawaran_Burung merespon tulisan Irma_88?,"Forum
Memberikan Aspirin pada Unggas
Irma_88 Pembuat pesan awal Diposkan pada 28 Oktober, 18:12
Halo, semuanya! Apakah berisiko jika memberikan aspirin pada ayam? Ayam betina saya berumur dua tahun dan sepertinya kakinya terluka. Saya tidak bisa membawanya ke dokter hewan hingga Senin, lagipula dokter hewan itu tidak menjawab telepon saya. Ayam itu tampak sangat kesakitan. Saya ingin memberikan sesuatu yang bisa membuatnya merasa lebih nyaman sampai saya dapat pergi ke dokter hewan. Terima kasih atas bantuannya.
NeniB79 Diposkan pada 28 Oktober ,18:36
Saya tidak tahu apakah aspirin aman untuk ayam atau tidak. Saya selalu bertanya lebih dulu kepada dokter hewan sebelum memberi obat pada unggas saya. Saya tahu bahwa beberapa obat yang aman dikonsumsi oleh manusia, tetapi menjadi sangat berbahaya bila dikonsumsi oleh unggas.
Monika Diposkan pada 28 Oktober, 18:52
Saya pernah memberikan aspirin pada salah satu ayam saya ketika sakit. Tidak ada masalah yang terjadi. Keesokan harinya, saya pergi menemui dokter hewan, tetapi ayam itu sudah sembuh. Menurut saya, jika diberi obat terlalu banyak mungkin akan berbahaya. Jadi, jangan melebihi dosisnya! Saya berharap ayammu segera sembuh!
Penawaran_Burung Diposkan pada 28 Oktober, 19:07
Hai! Jangan lupa untuk mengecek penawaran super murah dari kami untuk semua perlengkapan burung. Kami sedang memberikan obral diskon sekarang!
Bambang Diposkan pada 28 Oktober, 19:15
Adakah yang bisa memberitahu saya cara untuk mengetahui jika ayam sedang sakit? Terima kasih.
Farhan Diposkan pada 28 Oktober 19:21
Halo Irma, Saya seorang dokter hewan, spesialis unggas. Tidak apa-apa memberikan aspirin pada ayam yang terluka jika unggas tersebut menunjukkan tanda-tanda sedang kesakitan. Ketika saya mememberikan resep aspirin untuk burung, saya mengikuti petunjuk yang dipublikasikan dalam Panduan Pengobatan Unggas. Dosis untuk ayam adalah 5 mg aspirin per kg berat badan. Ini bisa diberikan 3 – 4 kali per hari sampai bisa menemui dokter hewan. Penting sekali untuk berkonsultasi lebih lanjut dengan dokter hewan. Semoga berhasil!","[""A) Untuk mempromosikan sebuah usaha."", ""B) Untuk menjawab pertanyaan Irma_88."", ""C) Untuk menambahkan saran Monika."", ""D) Untuk menunjukkan keahliannya dalam bidang unggas.""]",A,mc,Reading,level 1a,,"PISA 2018, reading, Chicken forum"
